Data;Czas;Kod;Spolka;Numer;Kurs;Zmiana;Zmiana %;Wolumen;Wartosc
2026-08-07;10:17:00;OPG;OPG (ORCOGROUP);1;3.3600;0.0000;0.00;436;1464.96
2026-08-07;10:22:00;OPG;OPG (ORCOGROUP);2;3.3600;0.0000;0.00;1500;5040.00
2026-08-07;10:42:00;OPG;OPG (ORCOGROUP);3;3.3200;0.0000;0.00;443;1470.76
