Data;Czas;Kod;Spolka;Numer;Kurs;Zmiana;Zmiana %;Wolumen;Wartosc
2026-09-07;09:00:00;PGM;PGM (PMPG);1;2.0200;0.0000;0.00;7;14.14
2026-09-07;14:30:00;PGM;PGM (PMPG);2;2.0000;0.0600;3.09;350;691.00
2026-09-07;16:20:00;PGM;PGM (PMPG);3;2.0000;0.0000;0.00;50;100.00
